Hospital ID,Hospital Name,Legal Name,Alternate Name,Hospital Type,Institution Name,Street Address,City,State,Zip Code,Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
4837743,GREENVILLE COMMUNITY HOSPITAL WEST,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,GREENEVILLE,TN,,,36.15129964,-82.84567491,,,,,,,,
12337087,VANDERBILT WILSON COUNTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,LEBANON,TN,,,36.20329419,-86.28313467,,,,,,,,
13538237,WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL CANE CREEK,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,MARTIN,TN,,,36.33255272,-88.86991049,,,,,,,,
16438024,WEST TENNESSEE HEALTHCARE DYERSBURG HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,DYERSBURG,TN,,,36.04818558,-89.37991442,,,,,,,,
15037804,BLOUNT MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MARYVILLE,TN,,,35.75646224,-83.95871505,,,,,,,,
2838104,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MEMPHIS,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,MEMPHIS,TN,,,35.13780022,-90.0191809,,,,,,,,
13438128,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTH MEMPHIS,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,MEMPHIS,TN,,,35.2372013,-89.89194018,,,,,,,,
3937916,FORT SANDERS REGIONAL MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,KNOXVILLE,TN,,,35.95703172,-83.9372099,,,,,,,,
3537683,JOHNSON COUNTY HEALTH CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MOUNTAIN CITY,TN,,,36.45355595,-81.79768063,,,,,,,,
5438570,LIVINGSTON REGIONAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,LIVINGSTON,TN,,,36.38522911,-85.32758442,,,,,,,,
9138104,METHODIST HEALTHCARE - MEMPHIS HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MEMPHIS,TN,,,35.13666855,-90.01946751,,,,,,,,
14137814,MORRISTOWN-HAMBLEN HEALTHCARE SYSTEM,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MORRISTOWN,TN,,,36.2129657,-83.30531638,,,,,,,,
9538103,REGIONAL ONE HEALTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MEMPHIS,TN,,,35.14180398,-90.03182883,,,,,,,,
17138103,REGIONAL ONE HEALTH EXTENDED CARE HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,MEMPHIS,TN,,,35.14084268,-90.03195257,,,,,,,,
17537849,SELECT SPECIALTY HOSPITAL - NORTH KNOXVILLE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,POWELL,TN,,,36.0534991,-83.99768854,,,,,,,,
12537398,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM WINCHESTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,WINCHESTER,TN,,,35.17588667,-86.09013143,,,,,,,,
9937066,SUMNER REGIONAL MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,GALLATIN,TN,,,36.39001409,-86.43409583,,,,,,,,
14037760,TENNOVA HEALTHCARE - JEFFERSON MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,JEFFERSON CITY,TN,,,36.10663844,-83.51890941,,,,,,,,
4137920,THE UNIVERSITY OF TENNESSEE MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,KNOXVILLE,TN,,,35.94044734,-83.94388413,,,,,,,,
11937203,TRISTAR CENTENNIAL MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,NASHVILLE,TN,,,36.15375182,-86.80900486,,,,,,,,
11837075,TRISTAR HENDERSONVILLE MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,HENDERSONVILLE,TN,,,36.32481862,-86.62223383,,,,,,,,
2637148,TRISTAR PORTLAND MEDICAL PARK,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PORTLAND,TN,,,36.55729151,-86.51161996,,,,,,,,
10737167,TRISTAR STONECREST MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,SMYRNA,TN,,,35.97503426,-86.56520216,,,,,,,,
10137650,UNICOI COUNTY MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ERWIN,TN,,,36.13362072,-82.41305158,,,,,,,,
15837232,VANDERBILT UNIVERSITY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,NASHVILLE,TN,,,36.14083601,-86.8021667,,,,,,,,
5574601,ALLIANCEHEALTH PONCA CITY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PONCA CITY,OK,,,36.72465909,-97.06835684,,,,,,,,
6073112,SELECT SPECIALTY HOSPITAL -OKLAHOMA CITY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,OKLAHOMA CITY,OK,,,35.52775685,-97.58061429,,,,,,,,
189080129,UCHEALTH HIGHLANDS RANCH HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,HIGHLANDS RANCH,CO,,,39.55249629,-105.0056184,,,,,,,,
13173005,THE PHYSICIANS' HOSPITAL IN ANADARKO,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,ANADARKO,OK,,,35.07050231,-98.2283253,,,,,,,,
14973142,MERCY REHABILITATION HOSPITAL OKLAHOMA CITY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,OKLAHOMA CITY,OK,,,35.61077805,-97.61509191,,,,,,,,
180374133,PAM REHABILITATION HOSPITAL OF TULSA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,TULSA,OK,,,36.03061982,-95.86482254,,,,,,,,
14473841,NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,FORT SUPPLY,OK,,,36.396473,-99.359022,,,,,,,,
3673099,INTEGRIS CANADIAN VALLEY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,YUKON,OK,,,35.48511351,-97.76315476,,,,,,,,
131573135,OKLAHOMA HEART HOSPITAL SOUTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,OKLAHOMA CITY,OK,,,35.38968219,-97.42710767,,,,,,,,
130774801,CORNERSTONE SPECIALTY HOSPITAL SHAWNEE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,SHAWNEE,OK,,,35.29726161,-96.92709569,,,,,,,,
5173120,OKC-AMG SPECIALTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,OKLAHOMA CITY,OK,,,35.60677594,-97.59942789,,,,,,,,
5473077,STILLWATER MEDICAL PERRY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PERRY,OK,,,36.28839268,-97.29949511,,,,,,,,
1074631,BLACKWELL REGIONAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BLACKWELL,OK,,,36.79803793,-97.29998674,,,,,,,,
1773505,COMANCHE COUNTY MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,LAWTON,OK,,,34.60978544,-98.43426071,,,,,,,,
9373013,SUMMIT MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,SPECIAL,,,EDMOND,OK,,,35.63507163,-97.49977105,,,,,,,,
2773018,GRADY MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,CHICKASHA,OK,,,35.04803417,-97.96173288,,,,,,,,
4174361,HILLCREST HOSPITAL PRYOR,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PRYOR,OK,,,36.30828875,-95.30479667,,,,,,,,
4273109,INTEGRIS SOUTHWEST MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,OKLAHOMA CITY,OK,,,35.42134346,-97.53377249,,,,,,,,
12673554,MANGUM REGIONAL MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,MANGUM,OK,,,34.89236096,-99.50111111,,,,,,,,
2374745,MCCURTAIN MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,IDABEL,OK,,,33.88282828,-94.81116176,,,,,,,,
5373858,NEWMAN MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,SHATTUCK,OK,,,36.2680035,-99.88202277,,,,,,,,
6773070,NORMAN REGIONAL HEALTH SYSTEM -NORMAN CAMPUS,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,NORMAN,OK,,,35.23041388,-97.43929378,,,,,,,,
131474464,NORTHEASTERN HEALTH SYSTEM,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,TAHLEQUAH,OK,,,35.91400342,-94.95028445,,,,,,,,
7374127,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,TULSA,OK,,,36.14670539,-95.99984393,,,,,,,,
130473104,OU MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,OKLAHOMA CITY,OK,,,35.48077952,-97.5015588,,,,,,,,
7574523,PUSHMATAHA COUNTY-TOWN OF ANTLERS HOSPITAL AUTHORITY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ANTLERS,OK,,,34.23123227,-95.61473884,,,,,,,,
8774804,SSM HEALTH ST. ANTHONY SHAWNEE HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,SHAWNEE,OK,,,35.36299021,-96.93754579,,,,,,,,
8173102,SSM HEALTH ST. ANTHONY HOSPITAL-OKLAHOMA CITY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,OKLAHOMA CITY,OK,,,35.4779097,-97.52342971,,,,,,,,
4474006,JANE PHILLIPS MEMORIAL MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BARTLESVILLE,OK,,,36.75199363,-95.93866728,,,,,,,,
3373112,INTEGRIS BAPTIST MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,OKLAHOMA CITY,OK,,,35.52937914,-97.57613488,,,,,,,,
6674137,OKLAHOMA SURGICAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,TULSA,OK,,,36.0433817,-95.95353568,,,,,,,,
12474056,PAWHUSKA HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,PAWHUSKA,OK,,,36.67350648,-96.32551274,,,,,,,,
1974301,SAIN FRANCIS HOSPITAL VINITA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,VINITA,OK,,,36.6534086,-95.15629396,,,,,,,,
7674136,SAINT FRANCIS HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,TULSA,OK,,,36.07276583,-95.91898427,,,,,,,,
8674104,ST. JOHN MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,TULSA,OK,,,36.13420009,-95.96421969,,,,,,,,
12974066,ST. JOHN SAPULPA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,SAPULPA,OK,,,35.99301234,-96.10008719,,,,,,,,
5724614,BUCHANAN GENERAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,GRUNDY,VA,,,37.28527892,-82.06553917,,,,,,,,
7924014,CARILION MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ROANOKE,VA,,,37.25119819,-79.94254375,,,,,,,,
144124501,CENTRA LYNCHBURG GENERAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,LYNCHBURG,VA,,,37.41701527,-79.17157799,,,,,,,,
5267950,MORTON COUNTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ELKHART,KS,,,37.00178366,-101.9053347,,,,,,,,
10923220,CHILDREN'S HOSPITAL OF RICHMOND AT VCU (BROOK ROAD),VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CHILDREN,,,RICHMOND,VA,,,37.57090134,-77.45083318,,,,,,,,
7624541,SOVAH HEALTH DANVILLE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,DANVILLE,VA,,,36.57771385,-79.40545975,,,,,,,,
146222401,HEALTHSOUTH REHABILIATION HOSPITAL OF FREDERICKSBURG,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,FREDERICKSBURG,VA,,,38.31261222,-77.48699277,,,,,,,,
11123220,HENRICO DOCTORS' HOSPITAL - RETREAT,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,RICHMOND,VA,,,37.55391298,-77.47311854,,,,,,,,
145622601,WINCHESTER REHABILITATION CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,WINCHESTER,VA,,,39.18315586,-78.17239498,,,,,,,,
13450854,RINGGOLD COUNTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MOUNT AYR,IA,,,40.71212018,-94.24627267,,,,,,,,
193880504,LONGS PEAK HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,LONGMONT,CO,,,40.16185088,-105.0583701,,,,,,,,
9129824,EDGEFIELD COUNTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,EDGEFIELD,SC,,,33.77900025,-81.92970697,,,,,,,,
83130720,HAMILTON MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,DALTON,GA,,,34.78973493,-84.98497692,,,,,,,,
17731905,MARTIN ARMY COMMUNITY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,MILITARY,,,FORT BENNING,GA,,,32.37180614,-84.92818509,,,,,,,,
85431015,CRISP REGIONAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,CORDELE,GA,,,31.97752285,-83.78134503,,,,,,,,
10131069,PERRY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PERRY,GA,,,32.45962324,-83.71002552,,,,,,,,
23032340,MADISON COUNTY MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MADISON,FL,,,30.47051409,-83.41149706,,,,,,,,
76432347,DOCTORS MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PERRY,FL,,,30.12791252,-83.57804872,,,,,,,,
78834981,NEW HORIZONS OF TREASURE COAST - MENTAL HEALTH CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,FORT PIERCE,FL,,,27.37594967,-80.37141531,,,,,,,,
4433308,BROWARD HEALTH IMPERIAL POINT,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,FORT LAUDERDALE,FL,,,26.20705176,-80.1108702,,,,,,,,
5036854,EAMC - LANIER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,VALLEY,AL,,,32.82459811,-85.16870267,,,,,,,,
11635125,ST. VINCENT'S ST.CLAIR,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,PELL CITY,AL,,,33.60399242,-86.30223929,,,,,,,,
10635055,SANCTUARY AT THE WOODLANDS,THE,VERMONT COLLEGE OF FINE ARTS INC,PSYCHIATRIC,PSYCHIATRIC,,,CULLMAN,AL,,,34.15092132,-86.84598486,,,,,,,
10335999,RIVERVIEW REGIONAL MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,GADSDEN,AL,,,34.00432554,-86.00342706,,,,,,,,
188217408,UPMC MEMORIAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,YORK,PA,,,39.982193,-76.769045,,,,,,,,
130,HUNTSVILLE HOSPITAL WOMEN & CHILDREN-ER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CHILDREN,,,HUNTSVILLE,AL,,,34.72005152,-86.5746887,,,,,,,,
5326241,DAVIS MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ELKINS,WV,,,38.92825591,-79.85480019,,,,,,,,
18392807,KAISER FND HOSP - ANAHEIM,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ANAHEIM,CA,,,33.85301767,-117.8177366,,,,,,,,
5350595,VAN DIEST MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,WEBSTER CITY,IA,,,42.45294015,-93.81222429,,,,,,,,
8146544,KINDRED HOSPITAL NORTHERN INDIANA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,MISHAWAKA,IN,,,41.65870807,-86.18197979,,,,,,,,
2070364,COMPASS BEHAVIORAL CENTER OF HOUMA,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,HOUMA,LA,,,29.66480849,-90.77100602,,,,,,,,
14166968,WASHINGTON COUNTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,WASHINGTON,KS,,,39.81809107,-97.04584557,,,,,,,,
161270807,CHAMPION MEDICAL CENTER - BATON ROUGE,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BATON ROUGE,LA,,,30.51813168,-91.15682523,,,,,,,,
8767554,HOSPITAL DISTRICT 1 OF RICE COUNTY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,LYONS,KS,,,38.34142551,-98.21677665,,,,,,,,
7367460,MCPHERSON HOSPITAL INC,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,MCPHERSON,KS,,,38.37854038,-97.67065027,,,,,,,,
2880218,SAINT JOSEPH HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,DENVER,CO,,,39.74587807,-104.9699243,,,,,,,,
2820785,PRINCE GEORGES HOSPITAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,CHEVERLY,MD,,,38.93102538,-76.92066798,,,,,,,,
3355082,LAKEVIEW MEMORIAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,STILLWATER,MN,,,45.04705736,-92.81803553,,,,,,,,
15598271,SMOKEY POINT BEHAIVORAL HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,MARYSVILLE,WA,,,48.13860418,-122.1795895,,,,,,,,
165358103,PRAIRIE SAINT JOHN'S,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,FARGO,ND,,,46.86919521,-96.78500526,,,,,,,,
8908043,VIRTUA WEST JERSEY HOSPITAL - VOORHEES,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,VOORHEES,NJ,,,39.84070768,-74.92656699,,,,,,,,
1444890,MERCY WILLARD HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,WILLARD,OH,,,41.0393598,-82.70955952,,,,,,,,
180274012,ST. JOHN REHABILITATION HOSPITAL AFFILIATED WITH HEALTHSOUTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,BROKEN ARROW,OK,,,36.07734055,-95.80429569,,,,,,,,
72078222,SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL,LLC,VERMONT COLLEGE OF FINE ARTS INC,PSYCHIATRIC,PSYCHIATRIC,,,SAN ANTONIO,TX,,,29.51629527,-98.60500128,,,,,,,
1584010,LAKEVIEW HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,BOUNTIFUL,UT,,,40.88594252,-111.8688203,,,,,,,,
5268114,METHODIST HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,OMAHA,NE,,,41.25923165,-96.04197338,,,,,,,,
3759749,THE RUBY VALLEY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,SHERIDAN,MT,,,45.45302712,-112.1919924,,,,,,,,
1705302,BRATTLEBORO RETREAT,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,BRATTLEBORO,VT,,,42.85917149,-72.56138763,,,,,,,,
179205633,VERMONT PSYCHIATRIC CARE HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,BERLIN,VT,,,44.222624,-72.564716,,,,,,,,
1964759,COX BARTON COUNTY HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,CRITICAL ACCESS,,,LAMAR,MO,,,37.50569644,-94.30084527,,,,,,,,
13263031,CHRISTIAN HOSPITAL NORTHWEST,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,FLORISSANT,MO,,,38.77998254,-90.33657815,,,,,,,,
18363901,POPLAR BLUFF REGIONAL MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,POPLAR BLUFF,MO,,,36.78691061,-90.44325189,,,,,,,,
1263857,TWIN RIVERS REGIONAL MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,KENNETT,MO,,,36.2354033,-90.04116699,,,,,,,,
13963128,MERCY HOSPITAL SOUTH,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,LONG TERM CARE,,,ST. LOUIS,MO,,,38.5063922,-90.38067,,,,,,,,
13863122,ST. LUKES DES PERES HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ST. LOUIS,MO,,,38.58433072,-90.45179232,,,,,,,,
18664108,TRUMAN MEDICAL CENTER - HOSPITAL HILL 2 CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,KANSAS CITY,MO,,,39.0842537,-94.57288161,,,,,,,,
1465803,PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,PSYCHIATRIC,,,SPRINGFIELD,MO,,,37.24856378,-93.27240188,,,,,,,,
7264111,SAINT LUKE'S HOSPITAL OF KANSAS CITY,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,KANSAS CITY,MO,,,39.04743362,-94.59019592,,,,,,,,
4464114,ST. JOSEPH MEDICAL CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,KANSAS CITY,MO,,,38.93613547,-94.60381772,,,,,,,,
14263044,SSM HEALTH REHABILITATION HOSPITAL,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,BRIDGETON,MO,,,38.7517683,-90.43516525,,,,,,,,
13463117,SSM HEALTH REHABILITATION HOSPITAL AT ST. MARY'S HEALTH CENTER,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,REHABILITATION,,,RICHMOND HEIGHTS,MO,,,38.63333088,-90.3126996,,,,,,,,
7929118,REGIONAL MEDICAL CENTER OF ORANGEBURG & CALHOUN COUNTIES,VERMONT COLLEGE OF FINE ARTS INC,WOOD ART GALLERY,GENERAL ACUTE CARE,,,ORANGEBURG,SC,,,33.54026745,-80.83045817,,,,,,,,
